"violationState","type","policyName","groupId","artifactId"
"INFO","LICENSE","Permissive","io.quarkus","quarkus-smallrye-health"
"INFO","LICENSE","Permissive","io.smallrye","smallrye-health"
"INFO","LICENSE","Permissive","org.eclipse.microprofile.health","microprofile-health-api"
"INFO","LICENSE","Permissive","io.smallrye","smallrye-health-api"
"WARN","LICENSE","Weak Copyleft","jakarta.json","jakarta.json-api"
"INFO","LICENSE","Permissive","io.smallrye","smallrye-health-provided-checks"
"INFO","LICENSE","Permissive","io.quarkus","quarkus-jsonp"
"WARN","LICENSE","Weak Copyleft","org.eclipse.parsson","parsson"
"INFO","LICENSE","Permissive","io.smallrye","smallrye-context-propagation-api"
"INFO","LICENSE","Permissive","io.smallrye","smallrye-context-propagation-storage"
"INFO","LICENSE","Permissive","jakarta.enterprise","jakarta.enterprise.lang-model"
"WARN","LICENSE","Weak Copyleft","jakarta.el","jakarta.el-api"
"INFO","LICENSE","Permissive","io.quarkus","quarkus-smallrye-metrics"
"INFO","LICENSE","Permissive","io.smallrye","smallrye-metrics"
"INFO","LICENSE","Permissive","org.eclipse.microprofile.metrics","microprofile-metrics-api"
"INFO","LICENSE","Permissive","com.google.api-client","google-api-client"
"INFO","LICENSE","Permissive","commons-codec","commons-codec"
"INFO","LICENSE","Permissive","com.google.oauth-client","google-oauth-client"
"INFO","LICENSE","Permissive","com.google.http-client","google-http-client-gson"
"INFO","LICENSE","Permissive","com.google.code.gson","gson"
"INFO","LICENSE","Permissive","com.google.http-client","google-http-client-apache-v2"
"INFO","LICENSE","Permissive","org.apache.httpcomponents","httpcore"
"INFO","LICENSE","Permissive","org.apache.httpcomponents","httpclient"
"INFO","LICENSE","Permissive","com.google.http-client","google-http-client"
"INFO","LICENSE","Permissive","io.grpc","grpc-context"
"INFO","LICENSE","Permissive","io.grpc","grpc-api"
"INFO","LICENSE","Permissive","io.opencensus","opencensus-api"
"INFO","LICENSE","Permissive","io.opencensus","opencensus-contrib-http-util"
"INFO","LICENSE","Permissive","com.google.apis","google-api-services-gmail"
"INFO","LICENSE","Permissive","com.google.auth","google-auth-library-oauth2-http"
"INFO","LICENSE","Permissive","com.google.auto.value","auto-value-annotations"
"INFO","LICENSE","Permissive","com.google.code.findbugs","jsr305"
"INFO","LICENSE","Permissive","com.google.auth","google-auth-library-credentials"
"INFO","LICENSE","Permissive","com.google.errorprone","error_prone_annotations"
"INFO","LICENSE","Permissive","io.quarkus","quarkus-oidc"
